4438.5,5881,3120.8,7606,3605.4,5094.7,4463.1,3980.3,4190,3218.9,5892.2,843.59,758.93,1996,7183.5,1240.5,1688,1083.6,502.48,4757,5892.4,1636.3,1900.5,23220,27279,10746,2089.5,65.49,1485.4,2442.1,884.55,935.7
4403.2,6079.2,3066.1,7362.4,3494.2,5048.7,4624.8,3838.1,4096.1,3014.5,5839,875.35,598.72,2215.4,7230.1,1396.6,1684.1,1077,518.82,4662.8,6065.8,1625,1685.4,26488,31624,11675,2143.9,63.429,1637.5,2441.5,894.04,1050.1
4577.8,5997.6,3175.4,7592.5,3699.6,4991,4460.8,3902.2,4155.4,3208.2,6187.7,865.61,717.14,2128.3,7476.9,1257.9,1684.2,1021.6,485.86,4845.6,6387.2,1634.6,1777.5,26119,30766,11753,2143.1,60.742,1599.2,2498.9,913.81,878.21
5193.2,5921.8,2995.3,7405.7,3556.9,5057,4512,3705.1,3918.9,3416.4,5761.7,940.14,696.38,2242.9,7268.5,1248.8,1707.5,1032.7,597.36,4955.8,6142.4,1618.7,1770.6,25246,30216,11110,2177.4,71.502,1664.7,2447.9,865.72,898.29
4201.2,5798.8,3068.2,7301.7,3548.2,5122.6,4386,3856,4074.9,3078.8,5710,919.29,720.24,2074.1,7147.1,1249.5,1597.4,1047.5,496.85,4818.6,5665.2,1655.9,1682.5,24417,28753,11110,2134.6,53.112,1763.3,2432.7,909.52,903.16
4152.3,5896.9,3030.5,7539.2,3433.5,5084.4,4320.6,3712.2,4036.9,3165,5835.9,897.1,707.48,2169.5,7167.8,1226.8,1648,1071.6,456.02,4744.2,5939.5,1587.8,1768.8,25127,29201,11132,2056.5,47.15,1632.1,2479.4,900.07,870.64
4434.9,5968.3,3039.2,7517.9,3599.5,5158.1,4483.8,3937.4,4126,3070.2,5836.9,867.36,714.18,2107.4,7300.7,1330.6,1618.3,1095.4,483.98,4765,5860.7,1605.9,1775.8,24934,28576,11065,2071.3,52.107,1538.7,2387.2,925.44,850.54
4715.1,6167.9,3166.2,7681.6,3582.9,4957,4443,3746.6,4242.1,3094.5,5731.1,865.5,743.04,2130.8,7389.3,1324.1,1553.7,1117,501.09,4849,5773.8,1571.7,1744.7,23752,27931,10751,2128.1,67.689,1457.3,2462.8,892.07,804.39
4406.4,6341.9,3242.8,7630.7,3694.5,5204.9,4494.4,3723,4372.8,2995.1,5923.1,863.71,633.64,2271.6,7239.3,1307.1,1605.2,1048.3,446.06,4903.8,5999,1613.7,1823,23703,27763,10689,2279,58.756,1680.1,2468.5,918.47,866.64
4434.1,5882.9,3129.8,7444.9,3651.2,5150,4372.7,4039.2,4157.7,3071.3,5845.2,847.76,636.54,2250.3,7154.9,1227.4,1766.1,1092.6,474.37,4842,5857.2,1515.8,1744,23275,27447,10286,2149.2,53.178,1597.4,2460.8,835.54,819.33
4580.6,6000.8,3132,7397.6,3609.2,5102.2,4519.2,3949.7,4194.2,3023.3,5929.7,895.77,726.78,2170.4,7468.3,1265.8,1595.3,1069.1,460.56,4900.1,5712.9,1572,1819.6,23313,27305,10227,2095.6,68.407,1750.2,2423.3,870.22,890.17
4632.7,6090.9,3196.5,7329.1,3507.9,5184.5,4538.8,3931.8,4107.8,3170.6,5799,905.03,646.7,2154.7,7487.7,1349.2,1634.9,999.58,502.09,4740.2,5704.9,1667.7,1825.2,22845,26968,10471,2162.3,54.702,1877.2,2501.1,929.59,972.8
4275.7,5762.2,3169.9,7477.6,3389.8,5063.6,4569.2,3839.9,4282.9,2961.8,5983.7,845.12,732.21,2190.2,7554.1,1275.1,1662.2,1079.3,466.34,4581.6,5441.5,1787.2,1667.2,22218,25509,10599,2127.4,48.799,1669.7,2479.9,863.32,794.74
4696.6,5942.5,3096.3,7074.6,3488.1,4976.2,4349.8,3814.9,4138.4,3061.4,5506.6,927.42,768.29,2111.5,7116.9,1235,1629.1,1009.8,498.67,4715.9,5190.7,1468.5,1628.4,20703,24822,9529.4,2164.1,63.869,1495.3,2455,941.22,855.58
4652,6204.5,3057.4,7728,3674.3,5056.4,4436.9,3902.7,3996.6,2940.7,5848.9,944.27,647.52,2101.1,7294.7,1313.6,1666.6,1019.2,472.58,4848.4,5205.3,1537.6,1812.6,21097,25078,9848,2165.5,59.197,1622.7,2467.9,879.9,895.36
4217.2,5854,3191.6,7486.5,3526.3,4992,4442.6,3817.1,3942.6,2960.3,5759.5,880.72,732.45,2224.1,7203.9,1300.6,1679.3,999.99,517.69,4755.2,5199.5,1577.7,1728.1,20040,24613,9369.4,2194.7,55.667,1510.4,2413.6,827.98,846.94
4440.5,5968.2,3168.6,7652.1,3588.4,5015.4,4398.5,3883.5,4071.8,3179.9,5703.1,847.03,674.07,2223,7533.4,1286.7,1627.6,1063.3,410.21,4828.9,5316.7,1577.7,1781.4,20341,24179,9474,2087.5,27.641,1595.7,2418.7,911.72,853.4
4819.7,6003.2,3206.3,7508.9,3369,4918,4467.7,3935.6,4181.2,3090.9,5963.4,887.36,662.47,2243.1,7406.5,1270.1,1521.6,1063.6,507.83,4800.8,5047.3,1716.2,1665,20062,24061,9487.1,2060.9,48.599,1722,2445.5,871.21,928.77
4782.6,6200.3,3162.6,7439.7,3700.2,5080.8,4343.6,3726.7,4278.9,3148.1,5846.5,950.53,772.22,2156.7,7483.5,1239.8,1703.4,1040.8,484.82,4901.6,5132.2,1564.3,1731.4,19099,23020,9286.5,2091.3,62.485,1715.4,2500,893.81,817.48
4638.6,6170.1,3152.4,7386.6,3542.4,5075.5,4546.7,3875.5,4179.4,3162.4,5833.1,788.94,827.69,2328.4,7536.7,1239.4,1647.3,1051.1,527.92,4966.5,5094,1604.6,1595.1,18920,22867,9174.5,2122,56.537,1597.1,2415.4,892.55,856.98
4958.6,5997.1,3127.2,7604.4,3689.5,5144.6,4387.3,3901.7,4237.1,3111.8,5689.1,867.52,735.93,2229.7,7548.7,1319.5,1690.5,1053.3,541.97,4717.1,5043.7,1622.3,1727.2,18565,23265,9319.2,2092.4,83.544,1659.6,2406.2,930.64,808.62
4856.2,6274.9,3181.9,7371.4,3542.7,5166.1,4564.1,3874.7,4298,3211.3,5821.4,897.18,750.92,2071.3,7675,1383.2,1695.9,1095.2,543.64,4828.2,5166.5,1652.5,1831.8,18277,23155,9191.5,2179.7,48.908,1770.7,2446.1,877.25,931.81
